Time(ms),Fhr1(BPM),Fhr2(BPM),Uc(TOCO),Time_sec,Avg_FHR_BPM,Avg_Pulse_Interval_ms
376500,144,0,26,376.5,145.4,412.6547455295736
376750,145,0,25,376.75,145.4,412.6547455295736
377000,145,0,25,377.0,145.4,412.6547455295736
377250,146,0,24,377.25,145.4,412.6547455295736
377500,146,0,24,377.5,145.4,412.6547455295736
377750,146,0,24,377.75,145.4,412.6547455295736
378000,146,0,24,378.0,145.4,412.6547455295736
378250,147,0,22,378.25,145.4,412.6547455295736
378500,147,0,22,378.5,145.4,412.6547455295736
378750,149,0,21,378.75,145.4,412.6547455295736
379000,149,0,21,379.0,152.2,394.2181340341656
379250,149,0,20,379.25,152.2,394.2181340341656
379500,149,0,20,379.5,152.2,394.2181340341656
379750,150,0,19,379.75,152.2,394.2181340341656
380000,150,0,19,380.0,152.2,394.2181340341656
380250,152,0,18,380.25,152.2,394.2181340341656
380500,152,0,18,380.5,152.2,394.2181340341656
380750,154,0,17,380.75,152.2,394.2181340341656
381000,154,0,17,381.0,152.2,394.2181340341656
381250,155,0,16,381.25,152.2,394.2181340341656
381500,155,0,16,381.5,152.2,394.2181340341656
381750,154,0,17,381.75,152.2,394.2181340341656
382000,154,0,17,382.0,152.2,394.2181340341656
382250,153,0,16,382.25,152.2,394.2181340341656
382500,153,0,16,382.5,152.2,394.2181340341656
382750,152,0,16,382.75,151.46666666666667,396.1267605633803
383000,152,0,16,383.0,151.46666666666667,396.1267605633803
383250,151,0,15,383.25,151.46666666666667,396.1267605633803
383500,151,0,15,383.5,151.46666666666667,396.1267605633803
383750,151,0,15,383.75,151.46666666666667,396.1267605633803
384000,151,0,15,384.0,151.46666666666667,396.1267605633803
384250,151,0,14,384.25,151.46666666666667,396.1267605633803
384500,151,0,14,384.5,151.46666666666667,396.1267605633803
384750,151,0,13,384.75,151.46666666666667,396.1267605633803
385000,151,0,13,385.0,151.46666666666667,396.1267605633803
385250,151,0,13,385.25,151.46666666666667,396.1267605633803
385500,151,0,13,385.5,151.46666666666667,396.1267605633803
385750,152,0,13,385.75,151.46666666666667,396.1267605633803
386000,152,0,13,386.0,151.46666666666667,396.1267605633803
386250,154,0,12,386.25,151.46666666666667,396.1267605633803
386500,154,0,12,386.5,158.26666666666668,379.1069924178601
386750,156,0,12,386.75,158.26666666666668,379.1069924178601
387000,156,0,12,387.0,158.26666666666668,379.1069924178601
387250,158,0,11,387.25,158.26666666666668,379.1069924178601
387500,158,0,11,387.5,158.26666666666668,379.1069924178601
387750,159,0,11,387.75,158.26666666666668,379.1069924178601
388000,159,0,11,388.0,158.26666666666668,379.1069924178601
388250,159,0,11,388.25,158.26666666666668,379.1069924178601
388500,159,0,11,388.5,158.26666666666668,379.1069924178601
388750,159,0,11,388.75,158.26666666666668,379.1069924178601
389000,159,0,11,389.0,158.26666666666668,379.1069924178601
389250,159,0,10,389.25,158.26666666666668,379.1069924178601
389500,159,0,10,389.5,158.26666666666668,379.1069924178601
389750,160,0,10,389.75,158.26666666666668,379.1069924178601
390000,160,0,10,390.0,158.26666666666668,379.1069924178601
390250,160,0,10,390.25,160.2,374.53183520599254
390500,160,0,10,390.5,160.2,374.53183520599254
390750,160,0,10,390.75,160.2,374.53183520599254
391000,160,0,10,391.0,160.2,374.53183520599254
391250,160,0,10,391.25,160.2,374.53183520599254
391500,160,0,10,391.5,160.2,374.53183520599254
391750,162,0,10,391.75,160.2,374.53183520599254
392000,162,0,10,392.0,160.2,374.53183520599254
392250,162,0,11,392.25,160.2,374.53183520599254
392500,162,0,11,392.5,160.2,374.53183520599254
392750,160,0,11,392.75,160.2,374.53183520599254
393000,160,0,11,393.0,160.2,374.53183520599254
393250,158,0,11,393.25,160.2,374.53183520599254
393500,158,0,11,393.5,160.2,374.53183520599254
393750,159,0,11,393.75,160.2,374.53183520599254
394000,159,0,11,394.0,159.4,376.41154328732745
394250,159,0,11,394.25,159.4,376.41154328732745
394500,159,0,11,394.5,159.4,376.41154328732745
394750,159,0,11,394.75,159.4,376.41154328732745
395000,159,0,11,395.0,159.4,376.41154328732745
395250,161,0,11,395.25,159.4,376.41154328732745
395500,161,0,11,395.5,159.4,376.41154328732745
395750,160,0,11,395.75,159.4,376.41154328732745
396000,160,0,11,396.0,159.4,376.41154328732745
396250,159,0,11,396.25,159.4,376.41154328732745
396500,159,0,11,396.5,159.4,376.41154328732745
396750,160,0,11,396.75,159.4,376.41154328732745
397000,160,0,11,397.0,159.4,376.41154328732745
397250,158,0,11,397.25,159.4,376.41154328732745
397500,158,0,11,397.5,159.4,376.41154328732745
397750,156,0,11,397.75,157.33333333333334,381.3559322033898
398000,156,0,11,398.0,157.33333333333334,381.3559322033898
398250,156,0,11,398.25,157.33333333333334,381.3559322033898
398500,156,0,11,398.5,157.33333333333334,381.3559322033898
398750,157,0,11,398.75,157.33333333333334,381.3559322033898
399000,157,0,11,399.0,157.33333333333334,381.3559322033898
399250,158,0,11,399.25,157.33333333333334,381.3559322033898
399500,158,0,11,399.5,157.33333333333334,381.3559322033898
399750,158,0,11,399.75,157.33333333333334,381.3559322033898
400000,158,0,11,400.0,157.33333333333334,381.3559322033898
400250,158,0,11,400.25,157.33333333333334,381.3559322033898
400500,158,0,11,400.5,157.33333333333334,381.3559322033898
400750,158,0,10,400.75,157.33333333333334,381.3559322033898
401000,158,0,10,401.0,157.33333333333334,381.3559322033898
401250,158,0,10,401.25,157.33333333333334,381.3559322033898
401500,158,0,10,401.5,158.8,377.83375314861456
401750,159,0,10,401.75,158.8,377.83375314861456
402000,159,0,10,402.0,158.8,377.83375314861456
402250,160,0,11,402.25,158.8,377.83375314861456
402500,160,0,11,402.5,158.8,377.83375314861456
402750,160,0,11,402.75,158.8,377.83375314861456
403000,160,0,11,403.0,158.8,377.83375314861456
403250,159,0,11,403.25,158.8,377.83375314861456
403500,159,0,11,403.5,158.8,377.83375314861456
403750,158,0,11,403.75,158.8,377.83375314861456
404000,158,0,11,404.0,158.8,377.83375314861456
404250,158,0,11,404.25,158.8,377.83375314861456
404500,158,0,11,404.5,158.8,377.83375314861456
404750,158,0,11,404.75,158.8,377.83375314861456
405000,158,0,11,405.0,158.8,377.83375314861456
405250,159,0,11,405.25,158.8,377.83375314861456
405500,159,0,11,405.5,158.8,377.83375314861456
405750,160,0,11,405.75,158.8,377.83375314861456
406000,160,0,11,406.0,158.8,377.83375314861456
406250,161,0,11,406.25,158.8,377.83375314861456
406500,161,0,11,406.5,158.8,377.83375314861456
406750,161,0,11,406.75,158.8,377.83375314861456
407000,161,0,11,407.0,158.8,377.83375314861456
407250,159,0,11,407.25,158.8,377.83375314861456
407500,159,0,11,407.5,158.8,377.83375314861456
407750,158,0,11,407.75,158.8,377.83375314861456
408000,158,0,11,408.0,158.8,377.83375314861456
408250,156,0,11,408.25,158.8,377.83375314861456
408500,156,0,11,408.5,158.8,377.83375314861456
408750,154,0,11,408.75,158.8,377.83375314861456
409000,154,0,11,409.0,151.33333333333334,396.4757709251101
409250,153,0,11,409.25,151.33333333333334,396.4757709251101
409500,153,0,11,409.5,151.33333333333334,396.4757709251101
409750,153,0,11,409.75,151.33333333333334,396.4757709251101
410000,153,0,11,410.0,151.33333333333334,396.4757709251101
410250,153,0,11,410.25,151.33333333333334,396.4757709251101
410500,153,0,11,410.5,151.33333333333334,396.4757709251101
410750,152,0,11,410.75,151.33333333333334,396.4757709251101
411000,152,0,11,411.0,151.33333333333334,396.4757709251101
411250,150,0,11,411.25,151.33333333333334,396.4757709251101
411500,150,0,11,411.5,151.33333333333334,396.4757709251101
411750,149,0,11,411.75,151.33333333333334,396.4757709251101
412000,149,0,11,412.0,151.33333333333334,396.4757709251101
412250,148,0,11,412.25,151.33333333333334,396.4757709251101
412500,148,0,11,412.5,151.33333333333334,396.4757709251101
412750,147,0,11,412.75,145.66666666666666,411.8993135011442
413000,147,0,11,413.0,145.66666666666666,411.8993135011442
413250,147,0,11,413.25,145.66666666666666,411.8993135011442
413500,147,0,11,413.5,145.66666666666666,411.8993135011442
413750,147,0,11,413.75,145.66666666666666,411.8993135011442
414000,147,0,11,414.0,145.66666666666666,411.8993135011442
414250,147,0,11,414.25,145.66666666666666,411.8993135011442
414500,147,0,11,414.5,145.66666666666666,411.8993135011442
414750,147,0,11,414.75,145.66666666666666,411.8993135011442
415000,147,0,11,415.0,145.66666666666666,411.8993135011442
415250,144,0,11,415.25,145.66666666666666,411.8993135011442
415500,144,0,11,415.5,145.66666666666666,411.8993135011442
415750,143,0,11,415.75,145.66666666666666,411.8993135011442
416000,143,0,11,416.0,145.66666666666666,411.8993135011442
416250,141,0,11,416.25,145.66666666666666,411.8993135011442
416500,141,0,11,416.5,137.13333333333333,437.53038405444823
416750,138,0,11,416.75,137.13333333333333,437.53038405444823
417000,138,0,11,417.0,137.13333333333333,437.53038405444823
417250,137,0,11,417.25,137.13333333333333,437.53038405444823
417500,137,0,11,417.5,137.13333333333333,437.53038405444823
417750,137,0,11,417.75,137.13333333333333,437.53038405444823
418000,137,0,11,418.0,137.13333333333333,437.53038405444823
418250,137,0,11,418.25,137.13333333333333,437.53038405444823
418500,137,0,11,418.5,137.13333333333333,437.53038405444823
418750,136,0,11,418.75,137.13333333333333,437.53038405444823
419000,136,0,11,419.0,137.13333333333333,437.53038405444823
419250,136,0,11,419.25,137.13333333333333,437.53038405444823
419500,136,0,11,419.5,137.13333333333333,437.53038405444823
419750,137,0,11,419.75,137.13333333333333,437.53038405444823
420000,137,0,11,420.0,137.13333333333333,437.53038405444823
420250,137,0,11,420.25,137.2,437.3177842565598
420500,137,0,11,420.5,137.2,437.3177842565598
420750,137,0,11,420.75,137.2,437.3177842565598
421000,137,0,11,421.0,137.2,437.3177842565598
421250,137,0,11,421.25,137.2,437.3177842565598
421500,137,0,11,421.5,137.2,437.3177842565598
421750,137,0,11,421.75,137.2,437.3177842565598
422000,137,0,11,422.0,137.2,437.3177842565598
422250,138,0,11,422.25,137.2,437.3177842565598
422500,138,0,11,422.5,137.2,437.3177842565598
422750,138,0,11,422.75,137.2,437.3177842565598
423000,138,0,11,423.0,137.2,437.3177842565598
423250,137,0,11,423.25,137.2,437.3177842565598
423500,137,0,11,423.5,137.2,437.3177842565598
423750,136,0,11,423.75,137.2,437.3177842565598
424000,136,0,11,424.0,134.0,447.76119402985074
424250,135,0,11,424.25,134.0,447.76119402985074
424500,135,0,11,424.5,134.0,447.76119402985074
424750,134,0,11,424.75,134.0,447.76119402985074
425000,134,0,11,425.0,134.0,447.76119402985074
425250,134,0,11,425.25,134.0,447.76119402985074
425500,134,0,11,425.5,134.0,447.76119402985074
425750,134,0,11,425.75,134.0,447.76119402985074
426000,134,0,11,426.0,134.0,447.76119402985074
426250,133,0,11,426.25,134.0,447.76119402985074
426500,133,0,11,426.5,134.0,447.76119402985074
426750,133,0,11,426.75,134.0,447.76119402985074
427000,133,0,11,427.0,134.0,447.76119402985074
427250,134,0,11,427.25,134.0,447.76119402985074
427500,134,0,11,427.5,134.0,447.76119402985074
427750,133,0,11,427.75,132.86666666666667,451.5805318615153
428000,133,0,11,428.0,132.86666666666667,451.5805318615153
428250,133,0,11,428.25,132.86666666666667,451.5805318615153
428500,133,0,11,428.5,132.86666666666667,451.5805318615153
428750,134,0,11,428.75,132.86666666666667,451.5805318615153
429000,134,0,11,429.0,132.86666666666667,451.5805318615153
429250,133,0,11,429.25,132.86666666666667,451.5805318615153
429500,133,0,11,429.5,132.86666666666667,451.5805318615153
429750,132,0,11,429.75,132.86666666666667,451.5805318615153
430000,132,0,11,430.0,132.86666666666667,451.5805318615153
430250,132,0,11,430.25,132.86666666666667,451.5805318615153
430500,132,0,11,430.5,132.86666666666667,451.5805318615153
430750,133,0,11,430.75,132.86666666666667,451.5805318615153
431000,133,0,11,431.0,132.86666666666667,451.5805318615153
431250,133,0,11,431.25,132.86666666666667,451.5805318615153
431500,133,0,11,431.5,130.33333333333334,460.3580562659846
431750,132,0,11,431.75,130.33333333333334,460.3580562659846
432000,132,0,11,432.0,130.33333333333334,460.3580562659846
432250,132,0,11,432.25,130.33333333333334,460.3580562659846
432500,132,0,11,432.5,130.33333333333334,460.3580562659846
432750,131,0,11,432.75,130.33333333333334,460.3580562659846
433000,131,0,11,433.0,130.33333333333334,460.3580562659846
433250,129,0,11,433.25,130.33333333333334,460.3580562659846
433500,129,0,11,433.5,130.33333333333334,460.3580562659846
433750,129,0,11,433.75,130.33333333333334,460.3580562659846
434000,129,0,11,434.0,130.33333333333334,460.3580562659846
434250,129,0,11,434.25,130.33333333333334,460.3580562659846
434500,129,0,11,434.5,130.33333333333334,460.3580562659846
434750,129,0,11,434.75,130.33333333333334,460.3580562659846
435000,129,0,11,435.0,130.33333333333334,460.3580562659846
435250,128,0,11,435.25,128.13333333333333,468.26222684703436
435500,128,0,11,435.5,128.13333333333333,468.26222684703436
435750,127,0,11,435.75,128.13333333333333,468.26222684703436
436000,127,0,11,436.0,128.13333333333333,468.26222684703436
436250,127,0,11,436.25,128.13333333333333,468.26222684703436
436500,127,0,11,436.5,128.13333333333333,468.26222684703436
436750,128,0,11,436.75,128.13333333333333,468.26222684703436
437000,128,0,11,437.0,128.13333333333333,468.26222684703436
437250,129,0,11,437.25,128.13333333333333,468.26222684703436
437500,129,0,11,437.5,128.13333333333333,468.26222684703436
437750,129,0,11,437.75,128.13333333333333,468.26222684703436
438000,129,0,11,438.0,128.13333333333333,468.26222684703436
438250,129,0,11,438.25,128.13333333333333,468.26222684703436
438500,129,0,11,438.5,128.13333333333333,468.26222684703436
438750,128,0,11,438.75,128.13333333333333,468.26222684703436
439000,128,0,11,439.0,126.93333333333334,472.6890756302521
439250,127,0,11,439.25,126.93333333333334,472.6890756302521
439500,127,0,11,439.5,126.93333333333334,472.6890756302521
439750,127,0,11,439.75,126.93333333333334,472.6890756302521
440000,127,0,11,440.0,126.93333333333334,472.6890756302521
440250,127,0,11,440.25,126.93333333333334,472.6890756302521
440500,127,0,11,440.5,126.93333333333334,472.6890756302521
440750,127,0,11,440.75,126.93333333333334,472.6890756302521
441000,127,0,11,441.0,126.93333333333334,472.6890756302521
441250,127,0,11,441.25,126.93333333333334,472.6890756302521
441500,127,0,11,441.5,126.93333333333334,472.6890756302521
441750,127,0,11,441.75,126.93333333333334,472.6890756302521
442000,127,0,11,442.0,126.93333333333334,472.6890756302521
442250,126,0,11,442.25,126.93333333333334,472.6890756302521
442500,126,0,11,442.5,126.93333333333334,472.6890756302521
442750,126,0,11,442.75,126.0,476.1904761904762
443000,126,0,11,443.0,126.0,476.1904761904762
443250,126,0,11,443.25,126.0,476.1904761904762
443500,126,0,11,443.5,126.0,476.1904761904762
443750,126,0,11,443.75,126.0,476.1904761904762
444000,126,0,11,444.0,126.0,476.1904761904762
444250,126,0,11,444.25,126.0,476.1904761904762
444500,126,0,11,444.5,126.0,476.1904761904762
444750,126,0,11,444.75,126.0,476.1904761904762
445000,126,0,11,445.0,126.0,476.1904761904762
445250,126,0,11,445.25,126.0,476.1904761904762
445500,126,0,11,445.5,126.0,476.1904761904762
445750,126,0,11,445.75,126.0,476.1904761904762
446000,126,0,11,446.0,126.0,476.1904761904762
446250,126,0,11,446.25,126.0,476.1904761904762
446500,126,0,11,446.5,127.33333333333333,471.20418848167543
446750,127,0,11,446.75,127.33333333333333,471.20418848167543
447000,127,0,11,447.0,127.33333333333333,471.20418848167543
447250,127,0,11,447.25,127.33333333333333,471.20418848167543
447500,127,0,11,447.5,127.33333333333333,471.20418848167543
447750,127,0,11,447.75,127.33333333333333,471.20418848167543
448000,127,0,11,448.0,127.33333333333333,471.20418848167543
448250,127,0,11,448.25,127.33333333333333,471.20418848167543
448500,127,0,11,448.5,127.33333333333333,471.20418848167543
448750,128,0,11,448.75,127.33333333333333,471.20418848167543
449000,128,0,11,449.0,127.33333333333333,471.20418848167543
449250,128,0,11,449.25,127.33333333333333,471.20418848167543
449500,128,0,11,449.5,127.33333333333333,471.20418848167543
449750,128,0,11,449.75,127.33333333333333,471.20418848167543
450000,128,0,11,450.0,127.33333333333333,471.20418848167543
450250,128,0,11,450.25,126.33333333333333,474.934036939314
450500,128,0,11,450.5,126.33333333333333,474.934036939314
450750,127,0,11,450.75,126.33333333333333,474.934036939314
451000,127,0,11,451.0,126.33333333333333,474.934036939314
451250,127,0,11,451.25,126.33333333333333,474.934036939314
451500,127,0,11,451.5,126.33333333333333,474.934036939314
451750,127,0,11,451.75,126.33333333333333,474.934036939314
452000,127,0,11,452.0,126.33333333333333,474.934036939314
452250,126,0,11,452.25,126.33333333333333,474.934036939314
452500,126,0,11,452.5,126.33333333333333,474.934036939314
452750,125,0,11,452.75,126.33333333333333,474.934036939314
453000,125,0,11,453.0,126.33333333333333,474.934036939314
453250,125,0,12,453.25,126.33333333333333,474.934036939314
453500,125,0,12,453.5,126.33333333333333,474.934036939314
453750,125,0,12,453.75,126.33333333333333,474.934036939314
454000,125,0,12,454.0,126.33333333333333,474.934036939314
454250,125,0,13,454.25,126.33333333333333,474.934036939314
454500,125,0,13,454.5,126.33333333333333,474.934036939314
454750,126,0,13,454.75,126.33333333333333,474.934036939314
455000,126,0,13,455.0,126.33333333333333,474.934036939314
455250,126,0,14,455.25,126.33333333333333,474.934036939314
455500,126,0,14,455.5,126.33333333333333,474.934036939314
455750,127,0,15,455.75,126.33333333333333,474.934036939314
456000,127,0,15,456.0,126.33333333333333,474.934036939314
456250,127,0,16,456.25,126.33333333333333,474.934036939314
456500,127,0,16,456.5,126.33333333333333,474.934036939314
456750,127,0,17,456.75,126.33333333333333,474.934036939314
457000,127,0,17,457.0,126.33333333333333,474.934036939314
457250,127,0,18,457.25,126.33333333333333,474.934036939314
457500,127,0,18,457.5,126.33333333333333,474.934036939314
457750,126,0,19,457.75,124.8,480.7692307692308
458000,126,0,19,458.0,124.8,480.7692307692308
458250,125,0,20,458.25,124.8,480.7692307692308
458500,125,0,20,458.5,124.8,480.7692307692308
458750,125,0,20,458.75,124.8,480.7692307692308
459000,125,0,20,459.0,124.8,480.7692307692308
459250,125,0,21,459.25,124.8,480.7692307692308
459500,125,0,21,459.5,124.8,480.7692307692308
459750,125,0,21,459.75,124.8,480.7692307692308
460000,125,0,21,460.0,124.8,480.7692307692308
460250,124,0,22,460.25,124.8,480.7692307692308
460500,124,0,22,460.5,124.8,480.7692307692308
460750,124,0,23,460.75,124.8,480.7692307692308
461000,124,0,23,461.0,124.8,480.7692307692308
461250,124,0,23,461.25,124.8,480.7692307692308
461500,124,0,23,461.5,123.6,485.4368932038835
461750,124,0,23,461.75,123.6,485.4368932038835
462000,124,0,23,462.0,123.6,485.4368932038835
462250,124,0,24,462.25,123.6,485.4368932038835
462500,124,0,24,462.5,123.6,485.4368932038835
462750,124,0,24,462.75,123.6,485.4368932038835
463000,124,0,24,463.0,123.6,485.4368932038835
463250,124,0,24,463.25,123.6,485.4368932038835
463500,124,0,24,463.5,123.6,485.4368932038835
463750,123,0,25,463.75,123.6,485.4368932038835
464000,123,0,25,464.0,123.6,485.4368932038835
464250,123,0,25,464.25,123.6,485.4368932038835
464500,123,0,25,464.5,123.6,485.4368932038835
464750,123,0,26,464.75,123.6,485.4368932038835
465000,123,0,26,465.0,123.6,485.4368932038835
465250,123,0,26,465.25,123.2,487.012987012987
465500,123,0,26,465.5,123.2,487.012987012987
465750,124,0,27,465.75,123.2,487.012987012987
466000,124,0,27,466.0,123.2,487.012987012987
466250,123,0,27,466.25,123.2,487.012987012987
466500,123,0,27,466.5,123.2,487.012987012987
466750,123,0,27,466.75,123.2,487.012987012987
467000,123,0,27,467.0,123.2,487.012987012987
467250,123,0,28,467.25,123.2,487.012987012987
467500,123,0,28,467.5,123.2,487.012987012987
467750,123,0,28,467.75,123.2,487.012987012987
468000,123,0,28,468.0,123.2,487.012987012987
468250,123,0,29,468.25,123.2,487.012987012987
468500,123,0,29,468.5,123.2,487.012987012987
468750,124,0,30,468.75,123.2,487.012987012987
469000,124,0,30,469.0,124.53333333333333,481.7987152034261
469250,124,0,30,469.25,124.53333333333333,481.7987152034261
469500,124,0,30,469.5,124.53333333333333,481.7987152034261
469750,124,0,31,469.75,124.53333333333333,481.7987152034261
470000,124,0,31,470.0,124.53333333333333,481.7987152034261
470250,124,0,32,470.25,124.53333333333333,481.7987152034261
470500,124,0,32,470.5,124.53333333333333,481.7987152034261
470750,125,0,33,470.75,124.53333333333333,481.7987152034261
471000,125,0,33,471.0,124.53333333333333,481.7987152034261
471250,125,0,33,471.25,124.53333333333333,481.7987152034261
471500,125,0,33,471.5,124.53333333333333,481.7987152034261
471750,125,0,34,471.75,124.53333333333333,481.7987152034261
472000,125,0,34,472.0,124.53333333333333,481.7987152034261
472250,125,0,35,472.25,124.53333333333333,481.7987152034261
472500,125,0,35,472.5,124.53333333333333,481.7987152034261
472750,125,0,36,472.75,125.53333333333333,477.9607010090281
473000,125,0,36,473.0,125.53333333333333,477.9607010090281
473250,125,0,36,473.25,125.53333333333333,477.9607010090281
473500,125,0,36,473.5,125.53333333333333,477.9607010090281
473750,125,0,37,473.75,125.53333333333333,477.9607010090281
474000,125,0,37,474.0,125.53333333333333,477.9607010090281
474250,126,0,38,474.25,125.53333333333333,477.9607010090281
474500,126,0,38,474.5,125.53333333333333,477.9607010090281
474750,127,0,39,474.75,125.53333333333333,477.9607010090281
475000,127,0,39,475.0,125.53333333333333,477.9607010090281
475250,126,0,39,475.25,125.53333333333333,477.9607010090281
475500,126,0,39,475.5,125.53333333333333,477.9607010090281
475750,125,0,40,475.75,125.53333333333333,477.9607010090281
476000,125,0,40,476.0,125.53333333333333,477.9607010090281
476250,125,0,41,476.25,125.53333333333333,477.9607010090281
476500,125,0,41,476.5,124.33333333333333,482.573726541555
476750,125,0,42,476.75,124.33333333333333,482.573726541555
477000,125,0,42,477.0,124.33333333333333,482.573726541555
477250,125,0,43,477.25,124.33333333333333,482.573726541555
477500,125,0,43,477.5,124.33333333333333,482.573726541555
477750,124,0,44,477.75,124.33333333333333,482.573726541555
478000,124,0,44,478.0,124.33333333333333,482.573726541555
478250,124,0,45,478.25,124.33333333333333,482.573726541555
478500,124,0,45,478.5,124.33333333333333,482.573726541555
478750,124,0,46,478.75,124.33333333333333,482.573726541555
479000,124,0,46,479.0,124.33333333333333,482.573726541555
479250,124,0,46,479.25,124.33333333333333,482.573726541555
479500,124,0,46,479.5,124.33333333333333,482.573726541555
479750,124,0,47,479.75,124.33333333333333,482.573726541555
480000,124,0,47,480.0,124.33333333333333,482.573726541555
480250,125,0,48,480.25,126.0,476.1904761904762
480500,125,0,48,480.5,126.0,476.1904761904762
480750,125,0,48,480.75,126.0,476.1904761904762
481000,125,0,48,481.0,126.0,476.1904761904762
481250,126,0,49,481.25,126.0,476.1904761904762
481500,126,0,49,481.5,126.0,476.1904761904762
481750,127,0,49,481.75,126.0,476.1904761904762
482000,127,0,49,482.0,126.0,476.1904761904762
482250,127,0,48,482.25,126.0,476.1904761904762
482500,127,0,48,482.5,126.0,476.1904761904762
482750,126,0,48,482.75,126.0,476.1904761904762
483000,126,0,48,483.0,126.0,476.1904761904762
483250,126,0,47,483.25,126.0,476.1904761904762
483500,126,0,47,483.5,126.0,476.1904761904762
483750,126,0,47,483.75,126.0,476.1904761904762
484000,126,0,47,484.0,126.8,473.18611987381706
484250,127,0,47,484.25,126.8,473.18611987381706
484500,127,0,47,484.5,126.8,473.18611987381706
484750,127,0,47,484.75,126.8,473.18611987381706
485000,127,0,47,485.0,126.8,473.18611987381706
485250,127,0,48,485.25,126.8,473.18611987381706
485500,127,0,48,485.5,126.8,473.18611987381706
485750,127,0,49,485.75,126.8,473.18611987381706
486000,127,0,49,486.0,126.8,473.18611987381706
486250,127,0,50,486.25,126.8,473.18611987381706
486500,127,0,50,486.5,126.8,473.18611987381706
486750,127,0,51,486.75,126.8,473.18611987381706
487000,127,0,51,487.0,126.8,473.18611987381706
487250,126,0,52,487.25,126.8,473.18611987381706
487500,126,0,52,487.5,126.8,473.18611987381706
487750,126,0,53,487.75,126.73333333333333,473.4350341925302
488000,126,0,53,488.0,126.73333333333333,473.4350341925302
488250,126,0,55,488.25,126.73333333333333,473.4350341925302
488500,126,0,55,488.5,126.73333333333333,473.4350341925302
488750,127,0,57,488.75,126.73333333333333,473.4350341925302
489000,127,0,57,489.0,126.73333333333333,473.4350341925302
489250,127,0,58,489.25,126.73333333333333,473.4350341925302
489500,127,0,58,489.5,126.73333333333333,473.4350341925302
489750,127,0,59,489.75,126.73333333333333,473.4350341925302
490000,127,0,59,490.0,126.73333333333333,473.4350341925302
490250,127,0,60,490.25,126.73333333333333,473.4350341925302
490500,127,0,60,490.5,126.73333333333333,473.4350341925302
490750,127,0,60,490.75,126.73333333333333,473.4350341925302
491000,127,0,60,491.0,126.73333333333333,473.4350341925302
491250,127,0,60,491.25,126.73333333333333,473.4350341925302
491500,127,0,60,491.5,128.73333333333332,466.0797514241326
491750,128,0,59,491.75,128.73333333333332,466.0797514241326
492000,128,0,59,492.0,128.73333333333332,466.0797514241326
492250,128,0,59,492.25,128.73333333333332,466.0797514241326
492500,128,0,59,492.5,128.73333333333332,466.0797514241326
492750,129,0,58,492.75,128.73333333333332,466.0797514241326
493000,129,0,58,493.0,128.73333333333332,466.0797514241326
493250,130,0,58,493.25,128.73333333333332,466.0797514241326
493500,130,0,58,493.5,128.73333333333332,466.0797514241326
493750,130,0,57,493.75,128.73333333333332,466.0797514241326
494000,130,0,57,494.0,128.73333333333332,466.0797514241326
494250,129,0,56,494.25,128.73333333333332,466.0797514241326
494500,129,0,56,494.5,128.73333333333332,466.0797514241326
494750,128,0,55,494.75,128.73333333333332,466.0797514241326
495000,128,0,55,495.0,128.73333333333332,466.0797514241326
495250,128,0,54,495.25,126.86666666666666,472.93746715712035
495500,128,0,54,495.5,126.86666666666666,472.93746715712035
495750,127,0,54,495.75,126.86666666666666,472.93746715712035
496000,127,0,54,496.0,126.86666666666666,472.93746715712035
496250,127,0,55,496.25,126.86666666666666,472.93746715712035
496500,127,0,55,496.5,126.86666666666666,472.93746715712035
496750,127,0,57,496.75,126.86666666666666,472.93746715712035
497000,127,0,57,497.0,126.86666666666666,472.93746715712035
497250,126,0,58,497.25,126.86666666666666,472.93746715712035
497500,126,0,58,497.5,126.86666666666666,472.93746715712035
497750,126,0,57,497.75,126.86666666666666,472.93746715712035
498000,126,0,57,498.0,126.86666666666666,472.93746715712035
498250,127,0,57,498.25,126.86666666666666,472.93746715712035
498500,127,0,57,498.5,126.86666666666666,472.93746715712035
498750,127,0,56,498.75,126.86666666666666,472.93746715712035
499000,127,0,56,499.0,126.86666666666666,472.93746715712035
499250,126,0,55,499.25,126.86666666666666,472.93746715712035
499500,126,0,55,499.5,126.86666666666666,472.93746715712035
499750,126,0,54,499.75,126.86666666666666,472.93746715712035
500000,126,0,54,500.0,126.86666666666666,472.93746715712035
500250,126,0,55,500.25,126.86666666666666,472.93746715712035
500500,126,0,55,500.5,126.86666666666666,472.93746715712035
500750,127,0,55,500.75,126.86666666666666,472.93746715712035
501000,127,0,55,501.0,126.86666666666666,472.93746715712035
501250,127,0,54,501.25,126.86666666666666,472.93746715712035
501500,127,0,54,501.5,126.86666666666666,472.93746715712035
501750,128,0,53,501.75,126.86666666666666,472.93746715712035
502000,128,0,53,502.0,126.86666666666666,472.93746715712035
502250,128,0,51,502.25,126.86666666666666,472.93746715712035
502500,128,0,51,502.5,126.86666666666666,472.93746715712035
502750,128,0,49,502.75,128.0,468.75
503000,128,0,49,503.0,128.0,468.75
503250,128,0,47,503.25,128.0,468.75
503500,128,0,47,503.5,128.0,468.75
503750,128,0,47,503.75,128.0,468.75
504000,128,0,47,504.0,128.0,468.75
504250,128,0,47,504.25,128.0,468.75
